MEMBER_NO,L,R,F,M,C,D
‘00057206,2181,133,10,0.47020595,0.469102975,低级别
‘00057208,2171,363,4,0.633110769,0.661761685,低级别
‘00057212,2179,250,10,0.569809069,0.611172434,低级别
‘00057213,2179,50,2,0.712568131,0.875,低级别
‘00057219,2180,412,3,1.045580878,0.709699833,低级别
‘00057222,2069,467,5,0.488240704,0.529411378,低级别
‘00057231,2173,114,23,0.388444843,0.577951147,低级别
‘00057232,2080,478,2,1.024067957,1,低级别
‘00057234,2044,597,3,1.396114071,1.413820119,低级别
‘00057235,2156,284,3,0.508606061,0.514860606,低级别
‘00057236,2136,718,2,0.978593272,1,低级别
‘00057240,982,694,2,0.434343434,0.424825175,低级别
‘00057241,2151,286,2,0.773120429,0.909967504,低级别
‘00057246,2086,663,2,0.758409786,0.775,低级别
‘00057254,2122,259,3,0.849700443,0.870455848,低级别
‘00057257,2157,368,4,0.770337797,0.774515291,低级别
‘00057259,2163,135,16,0.619445896,0.712930998,低级别
‘00057260,2055,366,7,0.448474213,0.503095447,低级别
‘00057265,2161,246,10,0.464831804,0.475,低级别
‘00057268,2144,256,10,0.641009221,0.629348105,低级别
‘00057269,1198,603,3,0.688935282,0.737787056,低级别
‘00057271,1519,117,22,0.578499899,0.603334902,低级别
‘00057272,1552,356,4,0.792955672,0.805504219,低级别
‘00057277,2003,698,2,1.064388962,1,低级别
‘00057279,2159,180,7,0.356060275,0.512909806,低级别
‘00057280,2102,526,5,0.473678912,0.609973986,低级别
‘00057281,1989,576,5,1.145742174,0.813934702,低级别
‘00057282,2140,432,8,0.806659647,0.80997631,低级别
‘00057286,2142,609,5,0.167901716,0.818701248,低级别
‘00057289,2138,360,6,1.031765575,1.100480177,低级别
‘00057290,2153,499,2,0.628720837,0.644609815,低级别
‘00057291,2146,350,3,0.409661378,0.439379588,低级别
‘00057294,2053,102,12,0.809615385,0.771666667,低级别
‘00057295,2039,340,2,0.37037037,0.377777778,低级别
‘00057297,2038,184,5,0.610868616,0.902627674,低级别
‘00057301,2136,429,2,0.97092469,1.05,低级别
‘00057306,1811,525,4,0.712958183,0.72852349,低级别
‘00057308,2139,289,10,0.773072654,0.861298557,低级别
‘00057309,1873,536,3,0.443198263,0.724855282,低级别
‘00057312,1593,285,12,1.008986189,1.153241662,低级别
‘00057316,1695,166,10,0.651100947,0.668460802,低级别
‘00057317,1875,163,2,0.264023204,0.415,低级别
‘00057321,2118,296,3,0.485230769,0.520153846,低级别
‘00057323,2119,196,11,0.27891235,0.697951763,低级别
‘00057326,2144,597,5,0.675229358,0.69,低级别
‘00057333,2143,137,29,0.652951059,0.648815996,低级别
‘00057334,2107,125,35,0.739231632,0.78425631,低级别
‘00057335,751,543,7,0.796747293,0.864666224,低级别
‘00057336,679,325,9,0.334276285,0.694444444,低级别
‘00057337,2144,219,2,1.009009009,0.92,低级别
‘00057339,555,546,4,0.339665732,0.616967715,低级别
‘00057340,2104,340,5,0.387457822,0.441144762,低级别
‘00057341,2046,313,4,0.565203145,0.625,低级别
‘00057342,2087,49,4,0.659897172,0.774128535,低级别
‘00057348,2074,116,33,1.035760055,0.746352018,低级别
‘00057354,2137,723,2,0.206506849,0.3,低级别
‘00057355,2092,271,4,1.030696203,1.375110759,高级别
‘00057356,1040,277,24,0.738813938,0.756055518,低级别
‘00057360,2130,656,2,0.642857143,0.7,低级别
‘00057364,2086,232,5,0.75459623,0.826812893,低级别
‘00057368,2122,190,8,0.534008307,0.578876774,低级别
‘00057373,2120,108,29,0.695665415,0.666150983,低级别
‘00057375,2124,158,4,1.231546011,1.41,低级别
‘00057376,2107,607,3,0.780514208,0.77699594,低级别
‘00057378,1738,715,2,0.755277897,0.73153813,低级别
‘00057379,2626,200,17,0.460947139,0.515521496,低级别
‘00057382,2069,247,11,0.975523117,1.053047677,低级别
‘00057388,2126,85,14,0.686095264,0.786290467,低级别
‘00057389,2018,508,2,0.52869288,0.575,低级别
‘00057391,2012,208,14,0.631737027,0.70244869,低级别
‘00057392,2123,411,4,0.475623834,0.813915283,低级别
‘00057394,2090,612,5,0.612826603,0.71807385,低级别
‘00057396,1734,386,9,0.58783188,0.756706182,低级别
‘00057397,2119,203,16,1.005135814,1.219727802,中等级别
‘00057398,2104,295,2,0.4678935,0.471550509,低级别
‘00057402,2065,321,10,0.399518875,0.98134715,低级别
‘00057403,2105,162,18,0.906043783,1.043908034,低级别
‘00057404,2125,236,12,0.613791664,0.68857128,低级别
‘00057405,2126,120,16,0.526444623,0.555301766,低级别
‘00057408,2106,591,4,0.22576,0.523952,低级别
‘00057410,2034,338,5,0.693664796,0.732999198,低级别
‘00057414,2166,412,3,0.483936055,0.571100419,低级别
‘00057415,2106,541,4,0.387866532,0.512082912,低级别
‘00057417,2115,265,2,0.269447048,0.49,低级别
‘00057418,1721,343,8,0.605956077,0.822525009,低级别
‘00057422,2086,501,5,0.652006173,0.690101411,低级别
‘00057424,2101,146,3,0.711571675,0.58,低级别
‘00057425,2113,293,2,0.622267412,0.72,低级别
‘00057427,1579,336,2,0.629233484,0.793678977,低级别
‘00057428,1944,418,2,2.255434783,0.75,低级别
‘00057432,2087,172,2,0.800416667,0.835,低级别
‘00057433,2112,400,2,0.540162684,0.625,低级别
‘00057435,2058,387,11,0.11284285,0.848383584,低级别
‘00057438,2086,303,3,0.472255299,0.565789474,低级别
‘00057439,2090,318,2,0.604982206,0.7,低级别
‘00057441,2043,300,3,0.765172414,0.694010345,低级别
‘00057443,1667,192,10,0.622048006,0.675658149,低级别
‘00057447,1987,74,2,0.692383778,0.723610287,低级别
‘00057452,2282,337,2,0.415902141,0.425,低级别
‘00057453,2061,718,2,0.76996587,0.8,低级别
‘00057457,1384,653,2,0.556085919,0.592935561,低级别
‘00057467,1436,556,2,0.677078936,0.654453356,低级别
‘00057468,1297,334,4,0.764065336,0.705701754,低级别
‘00057470,2100,368,3,0.42997416,0.433333333,低级别
‘00057473,2015,86,6,0.537902666,0.894127891,低级别
‘00057475,2066,655,5,0.529916656,0.574350044,低级别
‘00057477,2076,476,2,0.463408763,0.55,低级别
‘00057478,2074,263,6,0.86232222,0.92,低级别
‘00057480,2097,289,3,0.520350843,0.814930521,低级别
‘00057483,2063,157,3,0.968877969,0.910712531,低级别
‘00057484,2043,655,3,1.019516003,0.972053084,低级别
‘00057490,2079,299,6,0.67710944,0.718163464,低级别
‘00057492,2107,158,2,1.188811189,1.323739739,低级别
‘00057497,1871,272,11,0.701179554,0.702725073,低级别
‘00057498,2082,632,2,0.738562092,0.707843137,低级别
‘00057499,2026,93,2,0.864421416,0.705,低级别
‘00057503,2054,409,4,0.34277889,0.720804804,低级别
‘00057504,1901,218,4,0.686785714,0.785778571,低级别
‘00057508,2028,373,4,0.332336608,0.595486259,低级别
‘00057510,1505,304,6,0.547314792,0.732264261,低级别
‘00057515,1316,130,2,0.657846715,0.515,低级别
‘00057516,1985,267,3,0.241153342,0.702519659,低级别
‘00057517,1895,497,2,0.249465431,0.630553576,低级别
‘00057519,2035,698,2,0.366542963,0.4,低级别
‘00057541,2055,481,6,0.369442957,0.382873594,低级别
‘00057542,2053,216,3,1.175490835,1.116914488,低级别
‘00057543,712,672,2,0.90639122,0.916817301,低级别
‘00057549,1849,236,7,0.634108307,0.79675645,低级别
‘00057550,1959,184,10,0.774965666,0.804636714,低级别
‘00057552,1030,125,14,0.492645959,0.529710326,低级别
‘00057553,1716,334,6,1.164939551,0.95,低级别
‘00057555,2035,126,22,0.674980339,0.791462757,低级别
‘00057564,1737,172,6,0.601286174,0.63218305,低级别
‘00057565,1311,500,10,1.712418301,0.8,低级别
‘00057568,1475,85,58,1.276368309,1.441034872,高级别
‘00057571,2059,177,5,0.691020826,0.728692386,低级别
‘00057572,1944,41,4,0.724993974,0.614121475,低级别
‘00057580,2050,88,2,0.237083061,0.715,低级别
‘00057581,1846,679,2,1.752212389,0.8,低级别
‘00057585,716,532,6,0.520919676,0.600819025,低级别
‘00057590,1706,62,60,0.890419297,0.773809288,中等级别
‘00057591,1723,142,19,0.906876497,0.900015737,低级别
‘00057593,940,352,5,0.546596372,0.679562723,低级别
‘00057598,1952,67,2,0.559192825,0.630307175,低级别
‘00057599,2039,310,5,0.697681607,0.74,低级别
‘00057602,1826,11,2,0.509870005,0.605,低级别
‘00057604,2277,234,2,0.736561265,0.878733202,低级别
‘00057605,1009,277,3,0.542402827,0.56140838,低级别
‘00057608,1963,388,2,0.238540692,0.503601497,低级别
‘00057610,1905,589,4,0.467151163,1.13997093,低级别
‘00057611,2016,682,2,0.650984683,0.621635667,低级别
‘00057612,1968,345,2,0.424484645,0.425073622,低级别
‘00057613,1999,630,4,0.785497656,0.68352633,低级别
‘00057615,2018,704,2,0.782874618,0.8,低级别
‘00057617,1996,305,7,0.734097076,0.624178475,低级别
‘00057618,1999,430,8,0.557397604,0.740080802,低级别
‘00057621,1994,492,7,0.623903509,0.736984649,低级别
‘00057623,924,402,11,0.513227513,0.672120472,低级别
‘00057624,1983,397,3,0.418437832,0.688881509,低级别
‘00057626,1913,158,5,0.694095769,0.752264063,低级别
‘00057628,1898,102,15,0.270303484,0.728773776,低级别
‘00057630,1275,675,4,0.831850534,0.9625,低级别
‘00057637,1813,706,2,0.345897436,0.475,低级别
‘00057638,1954,292,2,0.771978022,0.77,低级别
‘00057643,2020,386,4,0.549092355,0.618239035,低级别
‘00057647,1987,305,2,0.521795202,0.596543719,低级别
‘00057657,1977,685,3,0.830134357,0.84456174,低级别
‘00057658,1962,336,3,0.867265149,0.903366464,低级别
‘00057665,1530,116,2,1.107412339,1.153528628,低级别
‘00057668,1971,219,2,1.093566733,0.92,低级别
‘00057671,1568,515,2,0.924690181,1,低级别
‘00057676,1981,498,3,0.466125102,0.550926076,低级别
‘00057678,1988,142,6,0.583466363,0.603460661,低级别
‘00057683,1681,315,2,0.680321873,0.752036089,低级别
‘00057687,1450,709,2,1.070950469,1,低级别
‘00057689,1975,256,15,0.822083942,0.842568417,低级别
‘00057697,1640,490,2,0.851717902,0.881735986,低级别
‘00057702,650,263,7,0.459618434,0.714285714,低级别
‘00057708,1929,113,4,0.632442569,0.754656978,低级别
‘00057713,2034,95,3,0.757905651,0.86059098,低级别
‘00057714,2034,201,2,0.591145038,0.658170992,高级别
‘00057716,1682,279,10,0.371682108,0.534853602,低级别
‘00057718,1979,412,5,0.886701662,0.943525809,低级别
‘00057720,1930,81,2,0.588620013,1.03,低级别
‘00057722,1967,193,4,0.733028223,0.715105517,低级别
‘00057723,1642,725,2,0.907715582,0.75,低级别
‘00057729,2005,697,3,0.639070443,0.673880416,低级别
‘00057730,1955,338,8,0.512101585,0.8045594,低级别
‘00057732,1854,241,3,0.359368198,0.649913563,低级别
‘00057733,1982,300,5,0.729853016,0.863659402,低级别
‘00057736,1980,402,12,0.552167524,0.741580945,低级别
‘00057738,1251,478,5,0.549081697,0.59779924,低级别
‘00057740,2001,172,14,0.531961591,0.56633882,低级别
‘00057743,1986,274,6,0.756975228,0.838599739,低级别
‘00057744,1994,249,5,0.715153081,0.744876631,低级别
‘00057745,2004,517,3,0.651820802,0.700720461,低级别
‘00057747,1981,128,2,0.720295203,0.845,低级别
‘00057748,1988,220,12,0.613468697,0.884060237,低级别
‘00057751,1979,358,4,0.368534907,0.35712881,低级别
‘00057754,1971,246,2,0.733805457,0.843870027,低级别
‘00057760,1938,98,2,0.711601012,0.802417781,低级别
‘00057762,1941,158,8,0.620824762,0.623300029,低级别
‘00057765,1734,312,12,0.706436516,0.780085699,低级别
‘00057766,1954,476,3,1.435967878,1.5,低级别
‘00057774,1649,588,4,0.885347682,0.775,低级别
‘00057780,1701,88,17,0.300610803,0.661980917,低级别
‘00057782,1947,711,4,0.820640799,0.92171953,低级别
‘00057783,1947,68,4,0.592335766,0.665,低级别
‘00057788,1972,593,2,0.232995422,0.65,低级别
‘00057791,1961,695,2,0.748740101,0.8,低级别
‘00057792,1929,401,4,0.612607245,0.6625,低级别
‘00057793,828,400,12,0.576111039,0.558842695,低级别
‘00057796,1647,508,7,0.507292733,0.861649181,低级别
‘00057802,1471,283,4,0.413076152,0.728582164,低级别
‘00057803,1914,342,3,0.396473029,0.441452282,低级别
‘00057807,1441,715,2,0.776567657,0.857920792,低级别
‘00057808,1963,273,2,0.171680837,0.565,低级别
‘00057810,1953,331,9,0.552763594,0.641440473,低级别
‘00057812,1934,118,2,0.196206671,0.64,低级别
‘00057813,1162,507,2,0.421757322,0.4,低级别
‘00057817,1029,434,5,0.79507849,0.686784048,低级别
‘00057819,913,477,11,0.535306764,0.619286423,低级别
‘00057820,1440,220,4,0.519153496,0.570200911,低级别
‘00057821,1273,669,4,0.418405147,0.375238838,低级别
‘00057825,1880,284,4,0.522290076,0.58318626,低级别
‘00057829,1938,348,6,0.525507901,0.614663657,低级别
‘00057835,1902,647,2,1.287709497,0.875,低级别
‘00057836,1903,232,11,0.824610525,0.874058439,低级别
‘00057837,1615,398,2,0.508796622,0.6,低级别
‘00057839,1952,515,2,0.833109017,0.625,低级别
‘00057841,2152,580,7,0.94012805,0.850337429,低级别
‘00057845,839,340,6,0.691867853,0.680987929,低级别
‘00057846,1820,562,4,0.699449253,0.7,低级别
‘00057850,1932,130,2,0.922458959,0.92,低级别
‘00057854,1737,4,2,0.4755,0.609,低级别
‘00057855,1027,594,2,1,1,低级别
‘00057856,1039,691,2,0.126919733,0.30972182,低级别
‘00057858,1213,199,16,0.591782477,0.609029003,低级别
‘00057859,1456,413,6,1.025919326,0.853401912,低级别
‘00057861,1941,287,6,0.640607769,0.689640975,低级别
‘00057866,1807,371,3,0.084869059,0.349951503,低级别
‘00057869,1905,369,2,0.448840599,0.525893648,低级别
‘00057870,1932,169,18,0.579886723,0.687792742,低级别
‘00057873,1883,419,8,1.320187166,1.421164773,高级别
‘00057875,1856,374,2,1.267857143,0.875,低级别
‘00057883,1819,537,5,0.608882996,0.650933598,低级别
‘00057887,1944,688,3,0.772415847,0.885701519,低级别
‘00057889,1607,117,16,0.954194831,0.842354672,低级别
‘00057892,1093,629,2,0.70058873,0.7,低级别
‘00057893,1945,477,3,0.161082474,1,低级别
‘00057899,1592,346,3,0.529344074,0.581731876,低级别
‘00057904,1606,256,8,0.585590227,0.685896379,低级别
‘00057907,1747,132,19,0.648453475,0.736004659,低级别
‘00057910,1726,487,4,0.462427746,0.435062367,低级别
‘00057914,1830,299,7,0.392107033,0.458819045,低级别
‘00057920,1669,612,2,0.54647475,0.821956575,低级别
‘00057922,1877,145,10,0.773898587,0.797481297,低级别
‘00057923,1511,169,16,0.806391991,0.829796688,低级别
‘00057929,1651,478,4,0.963385354,1,低级别
‘00057932,1925,37,2,0.691141069,0.82,低级别
‘00057939,1852,58,2,0.856269113,0.875,低级别
‘00057944,1876,267,6,0.489901198,0.622689516,低级别
‘00057945,958,209,4,0.499328602,0.505250336,低级别
‘00057946,1719,681,2,0.365566932,0.374099355,低级别
‘00057947,1121,288,2,0.424213075,0.46040678,低级别
‘00057948,1225,438,3,0.582477755,0.764065708,低级别
‘00057949,1420,560,2,0.917466411,0.888291747,低级别
‘00057952,1929,641,2,0.383763838,0.45,低级别
‘00057953,1809,89,3,0.474871472,0.507242682,低级别
‘00057955,780,418,6,0.585637115,0.633333333,低级别
‘00057958,1714,446,2,0.656382568,0.700887003,低级别
‘00057961,1895,299,3,0.663629738,0.695349854,低级别
‘00057962,1847,686,2,0.307024793,0.891942149,低级别
‘00057963,1832,202,10,0.511773824,0.6359563,低级别
‘00057965,1921,545,3,0.734272946,0.8,低级别
‘00057967,1344,89,5,0.438228214,0.52,低级别
‘00057976,1687,287,22,0.652917199,0.718747034,低级别
‘00057977,1324,652,2,0.392694064,0.4,低级别
‘00057981,1096,508,5,0.451987235,0.628858428,低级别
‘00057983,1677,195,12,0.695111761,0.660534782,低级别
‘00057988,529,341,4,0.507605538,0.761015211,低级别
‘00057989,1900,468,2,0.318733898,0.672175193,低级别
‘00057991,1314,297,6,0.370916079,0.558345078,低级别
‘00057992,1813,96,5,0.571001495,0.613547583,低级别
‘00057998,1768,240,2,0.489182252,0.58,低级别
‘00058000,1864,495,4,0.899834437,0.7875,低级别
‘00058002,1207,218,2,0.606974552,0.590810556,低级别
‘00058009,1876,192,10,0.741825125,0.862785424,低级别
‘00058013,1916,146,58,0.853755002,0.879984273,低级别
‘00058020,1906,127,7,0.276325201,0.391182548,低级别
‘00058031,501,224,7,0.526337619,1.026835338,低级别
‘00058032,567,314,10,0.222131539,0.634799745,低级别
‘00058035,1758,152,3,0.541610738,0.517355705,低级别
‘00058038,1066,590,2,1.172465961,0.85,低级别
‘00058040,941,612,3,0.461413485,0.572705118,低级别
‘00058042,556,61,30,0.417526173,0.606526044,低级别
‘00058048,1855,447,3,0.46021093,0.85669543,低级别
‘00058051,1684,256,3,0.988901869,0.791647196,低级别
‘00058054,1884,348,9,0.50437618,0.860785996,低级别
‘00058055,1795,455,2,0.522477284,0.575,低级别
‘00058056,1734,485,3,0.489304813,0.530440148,低级别
‘00058057,1734,214,7,0.712760101,0.732558626,低级别
‘00058059,1898,124,21,0.747474184,0.671553447,低级别
‘00058062,1847,435,8,0.713208821,0.719059406,低级别
‘00058066,1809,273,13,1.118083738,0.918909235,低级别
‘00058067,1858,562,2,0.37450321,0.42251605,低级别
‘00058068,1858,310,5,0.836751171,0.954803811,低级别
‘00058070,1841,716,2,0.847860539,0.575,低级别
‘00058077,1744,491,8,0.880879263,0.851074834,低级别
