MEMBER_NO,L,R,F,M,C,D,runoff_flag
‘00059083,1085,95,3,0.629497472,0.63,低级别,1
‘00059084,1110,84,19,0.640165247,0.746352753,低级别,0
‘00059085,1083,376,2,0.683942766,0.76254372,低级别,1
‘00059086,1063,30,12,0.621607745,0.649333284,低级别,0
‘00059087,1082,432,3,0.709405941,0.646138614,低级别,1
‘00059088,1010,235,9,1.602297141,1.380319782,低级别,1
‘00059090,1165,90,4,0.559831065,0.562829657,低级别,0
‘00059091,954,9,14,0.747123001,0.793883575,中等级别,0
‘00059092,1112,234,4,0.443265683,0.52,低级别,0
‘00059093,1111,633,2,0.343324251,0.593032308,低级别,1
‘00059094,1125,36,21,0.356165789,0.634390261,低级别,0
‘00059095,1135,34,2,0.8230563,0.53,低级别,1
‘00059096,518,141,17,0.483412322,0.69198408,低级别,1
‘00059097,1165,445,2,0.9941138,1,低级别,1
‘00059098,1171,268,5,0.806835478,0.846561505,低级别,0
‘00059100,1063,2,17,0.415504767,0.664354846,低级别,0
‘00059101,1011,217,16,0.485138847,0.597206286,低级别,1
‘00059102,943,81,37,0.87821717,0.9266761,低级别,0
‘00059103,926,30,22,0.828941204,0.877837316,低级别,0
‘00059104,1068,177,8,0.545887636,0.630895302,低级别,1
‘00059105,931,108,5,0.884832294,0.744108044,低级别,1
‘00059106,989,153,10,0.654099524,0.619506436,低级别,1
‘00059107,1050,3,5,0.408465295,0.426929111,低级别,0
‘00059108,1130,160,7,0.635938038,0.794009639,低级别,1
‘00059109,1153,110,12,0.586276427,0.634413418,低级别,0
‘00059110,973,370,7,0.659013899,0.936916534,低级别,1
‘00059111,961,208,9,0.789764691,0.752822425,低级别,1
‘00059112,1069,327,4,0.947133028,0.831766055,低级别,1
‘00059113,1174,224,7,0.515122534,0.488571429,低级别,1
‘00059114,1133,12,23,0.693296874,0.810775257,低级别,0
‘00059115,1151,14,25,0.556677725,0.830337042,低级别,0
‘00059116,1134,8,10,0.540899287,0.551788618,低级别,0
‘00059117,1157,74,17,0.604722011,0.651307289,低级别,0
‘00059118,1158,383,2,1.300268097,1,低级别,1
‘00059119,1107,5,14,0.495205598,0.713940912,低级别,0
‘00059120,1101,438,11,0.872040408,0.879832684,低级别,1
‘00059121,1123,229,6,0.709358033,0.752408176,低级别,0
‘00059122,1120,251,8,0.649283215,0.72224969,低级别,1
‘00059123,1165,161,19,0.736133611,1.436811309,低级别,1
‘00059124,1069,153,8,0.764821537,0.817566546,低级别,0
‘00059125,882,67,3,0.935608726,1.103333333,低级别,0
‘00059126,1113,234,3,1.375610948,0.867277615,低级别,0
‘00059127,950,93,4,1.674744376,1.2375,低级别,0
‘00059128,589,136,8,0.694117647,0.7925,低级别,0
‘00059129,763,201,2,1.079721362,0.9,低级别,1
‘00059130,1158,263,3,0.624063464,0.679246364,低级别,0
‘00059131,1158,234,2,1.425584197,0.845,低级别,1
‘00059132,1277,75,6,0.95531281,0.820930983,低级别,0
‘00059133,1163,80,5,0.611593304,0.510244885,低级别,0
‘00059134,1174,7,7,0.54900876,0.616508068,低级别,0
‘00059135,1124,10,37,0.614836168,0.631177959,低级别,0
‘00059136,718,566,8,1.24140625,0.726324219,低级别,1
‘00059137,691,19,19,0.846389085,0.811631885,低级别,0
‘00059138,817,256,4,0.992879257,0.8425,低级别,1
‘00059139,1118,199,6,0.434525763,0.679886227,低级别,1
‘00059140,1126,6,17,0.486893567,0.60856703,低级别,0
‘00059141,1049,647,2,0.532099344,0.75,低级别,1
‘00059142,1131,285,16,0.558674534,0.779275285,低级别,1
‘00059143,954,8,48,0.901705972,0.776952312,中等级别,0
‘00059144,1064,130,13,0.521234195,0.512872457,低级别,0
‘00059145,1032,42,12,0.516613564,0.549771507,低级别,0
‘00059146,1105,226,12,0.782057196,0.834244311,低级别,1
‘00059147,1019,12,16,0.744121969,0.764722018,低级别,0
‘00059148,1033,533,2,0.745704467,0.7,低级别,1
‘00059149,1035,18,8,0.661915454,0.879711022,低级别,0
‘00059150,1058,214,3,0.722464219,0.783559428,低级别,0
‘00059151,1056,86,2,0.453148615,0.506586902,低级别,1
‘00059152,1113,214,11,0.752527684,0.757110255,低级别,1
‘00059153,1083,248,3,0.735749862,0.793746541,低级别,1
‘00059154,970,21,2,0.551165547,0.491212959,低级别,0
‘00059155,972,2,15,0.567261152,0.6384821,低级别,0
‘00059156,989,679,3,0.362973761,0.572776968,低级别,1
‘00059157,955,157,8,0.93313006,0.973302492,低级别,1
‘00059158,878,9,39,0.7564917,0.799036446,高级别,0
‘00059159,986,436,4,0.432130147,0.5,低级别,1
‘00059160,939,232,8,0.707869674,0.727450627,低级别,1
‘00059161,923,14,11,0.401583553,0.538434505,低级别,0
‘00059162,955,90,9,0.582184655,0.529336801,低级别,0
‘00059163,1137,86,4,0.341382816,0.395,低级别,0
‘00059164,1160,92,2,0.388619015,0.392827897,低级别,0
‘00059165,1161,13,22,0.634203392,0.689547871,低级别,0
‘00059166,1166,3,4,0.416366158,0.67136061,低级别,0
‘00059167,1086,346,6,1.169557918,1,低级别,1
‘00059168,1155,77,18,0.726208497,0.764015037,低级别,0
‘00059169,1369,274,6,2.042776433,0.778333333,低级别,1
‘00059170,1067,4,7,0.958484409,0.955134155,低级别,0
‘00059171,1142,170,6,0.615796851,0.701037184,低级别,0
‘00059172,1141,48,2,0.714574217,0.87,低级别,1
‘00059173,1123,149,4,0.26278493,0.455182473,低级别,0
‘00059174,1132,49,6,0.389443916,0.806748071,低级别,0
‘00059175,1022,99,12,0.596067673,0.656780979,低级别,0
‘00059176,1121,640,3,0.77147016,0.797379913,低级别,1
‘00059177,1109,34,11,0.911655988,0.81137999,低级别,0
‘00059178,1133,168,18,0.633519658,0.716340364,低级别,1
‘00059179,1151,21,46,0.527147587,0.660318348,低级别,0
‘00059180,1134,17,23,0.606226196,0.729891538,低级别,0
‘00059181,920,593,4,0.583452825,0.820734155,低级别,1
‘00059182,957,96,5,0.98433776,0.845760981,低级别,0
‘00059183,948,377,2,0.512669212,0.676015272,低级别,1
‘00059184,1120,137,19,0.447388781,0.556796905,低级别,0
‘00059185,1122,100,11,0.280986153,0.624616684,低级别,0
‘00059187,1129,28,38,0.720928508,0.781068303,低级别,0
‘00059188,1136,153,4,0.625662013,0.7425,低级别,0
‘00059189,1109,26,52,1.038121909,1.136604711,中等级别,0
‘00059190,1247,166,8,0.574575941,0.574053422,低级别,0
‘00059191,1108,89,5,0.596646341,0.536,低级别,0
‘00059192,1159,27,9,0.721530302,0.833962219,中等级别,0
‘00059193,1180,76,23,0.6490936,0.637134665,低级别,0
‘00059194,1031,3,5,1.0231272,0.853559578,低级别,0
‘00059195,748,635,2,1.176908752,0.8,低级别,1
‘00059197,1089,76,3,1.342634827,1.457499329,低级别,0
‘00059198,1016,10,12,0.598682917,0.652656772,低级别,0
‘00059199,1048,341,13,0.730879878,0.754250122,低级别,1
‘00059200,1049,508,3,0.75505618,0.783670412,低级别,1
‘00059201,1028,75,10,0.194503171,0.74006871,低级别,0
‘00059202,488,49,6,0.795579478,0.720277142,低级别,0
‘00059203,684,426,4,0.426116838,0.4,低级别,1
‘00059204,640,6,4,0.512005911,0.544032139,低级别,0
‘00059205,631,598,4,0.631532486,0.761511299,低级别,1
‘00059207,853,6,9,0.642548307,0.72550794,低级别,0
‘00059208,1021,113,38,0.637164447,0.762892122,低级别,1
‘00059210,743,68,3,0.646931927,0.742250719,低级别,0
‘00059211,508,505,2,0.861154446,0.8,低级别,1
‘00059212,1096,4,17,0.638900351,0.642924489,低级别,0
‘00059213,615,369,2,0.784764826,0.76595092,低级别,1
‘00059216,804,26,12,0.611820182,0.7668884,低级别,0
‘00059217,828,34,20,0.526344231,0.52824687,低级别,0
‘00059218,714,212,12,0.572596508,0.792506762,低级别,1
‘00059219,452,25,8,0.695142987,0.789620517,低级别,0
‘00059220,420,57,3,0.902467685,0.96,低级别,0
‘00059221,726,9,47,0.848029027,0.969595237,中等级别,0
‘00059222,1130,5,18,0.855219168,0.750496378,低级别,0
‘00059223,1128,17,26,0.599480864,0.634530062,低级别,0
‘00059224,1119,21,64,0.805611475,0.771292508,中等级别,0
‘00059225,1074,229,2,0.388917133,0.45,低级别,1
‘00059226,1042,251,6,1.36123348,0.846666667,低级别,1
‘00059227,1071,6,24,0.772019498,0.870313114,低级别,0
‘00059228,772,640,2,1.470588235,0.75,低级别,1
‘00059229,1121,564,2,0.9,0.9,低级别,1
‘00059230,434,198,3,0.622916667,0.69,低级别,1
‘00059231,461,298,2,0.44017359,0.852560446,低级别,1
‘00059232,826,152,10,1.082555161,0.478424924,低级别,0
‘00059233,813,128,22,1.682077807,0.810506442,低级别,0
‘00059234,777,264,38,1.214763791,0.74155853,低级别,1
‘00059235,375,235,2,0.938882421,0.96,低级别,1
‘00059236,1124,553,3,0.767811379,0.784366991,低级别,1
‘00059237,396,148,3,0.651455675,0.667122996,低级别,0
‘00059238,790,2,41,0.847227978,0.801451525,中等级别,0
‘00059239,1027,352,2,0.809963841,0.868179992,低级别,1
‘00059241,673,90,18,0.61278477,0.706985989,低级别,0
‘00059242,897,377,3,0.592737978,0.878426562,低级别,1
‘00059243,469,73,6,0.84708144,0.836004893,低级别,0
‘00059244,1113,5,3,0.819526627,0.87560355,低级别,0
‘00059245,968,157,3,0.704609331,0.69925801,低级别,0
‘00059246,1100,48,5,0.793263863,0.78967994,低级别,0
‘00059247,1070,197,2,0.563021316,0.515,低级别,1
‘00059248,1072,29,19,0.652071346,0.652494822,低级别,0
‘00059249,1096,4,82,0.660702135,0.706153885,中等级别,0
‘00059250,743,17,13,0.517119948,0.548594106,低级别,0
‘00059251,1079,218,6,0.932290053,0.978308026,低级别,0
‘00059252,1080,14,7,0.34010496,0.683311326,低级别,0
‘00059253,1096,628,7,0.682498473,0.632887905,低级别,1
‘00059254,1147,501,7,0.973140205,1.121487836,低级别,1
‘00059255,1185,37,2,0.790062112,0.855795031,低级别,0
‘00059256,1167,381,3,0.520120724,0.663631791,低级别,1
‘00059257,1020,1,11,0.577125727,0.530727653,低级别,0
‘00059258,1082,703,2,1.010582011,0.923412698,低级别,1
‘00059259,1095,50,21,0.659295232,0.697227886,低级别,0
‘00059260,1099,43,8,0.498960271,0.836347817,低级别,0
‘00059261,1111,104,6,0.599892154,0.674157455,低级别,0
‘00059262,1110,197,15,0.623125358,0.73043465,低级别,1
‘00059263,1074,58,51,0.872986792,0.996027411,低级别,0
‘00059264,728,462,15,0.448934077,0.450196786,低级别,1
‘00059265,379,361,2,1.15824419,0.688325341,低级别,1
‘00059266,989,438,6,0.721112856,0.818016603,低级别,1
‘00059267,963,170,4,0.48218901,0.600738285,低级别,1
‘00059268,1110,2,27,0.656278804,0.744333494,低级别,0
‘00059269,1105,20,10,0.624440978,0.721486219,低级别,0
‘00059270,893,76,3,0.6279705,0.704381317,低级别,0
‘00059271,1033,3,11,0.627523068,0.735108852,低级别,0
‘00059272,1036,224,6,0.605226787,0.646052268,低级别,0
‘00059273,852,132,8,0.733351857,0.846029453,低级别,0
‘00059274,1552,256,10,0.835028803,0.811318789,低级别,1
‘00059275,733,92,8,0.535121328,0.618867816,低级别,0
‘00059276,557,44,3,0.730481283,0.726666667,低级别,0
‘00059278,1035,4,14,0.688934358,0.70048941,低级别,0
‘00059279,1079,338,2,0.806734993,0.846852123,低级别,1
‘00059280,1068,87,19,0.403665749,0.636092077,低级别,0
‘00059281,1013,151,13,1.363086394,0.730602844,低级别,0
‘00059282,767,597,3,1.296097612,1.033333333,低级别,1
‘00059284,706,535,5,0.860349586,0.910469181,低级别,1
‘00059285,684,233,7,0.391886133,0.600056252,低级别,1
‘00059286,961,395,9,0.417891888,0.558064516,低级别,1
‘00059287,1010,12,31,0.779824265,0.925794398,低级别,0
‘00059288,786,84,11,0.543630837,0.639634706,低级别,0
‘00059289,974,23,38,0.623575408,0.714788211,低级别,0
‘00059290,964,593,3,0.740638883,0.843135181,低级别,1
‘00059291,974,17,31,0.600337329,0.69673168,低级别,0
‘00059292,1092,3,78,0.844198735,0.84868599,低级别,0
‘00059293,965,2,8,0.489393732,0.474784453,低级别,0
‘00059294,985,331,2,0.721153846,0.9,低级别,1
‘00059295,1059,113,34,0.388672867,0.739229694,低级别,0
‘00059296,991,380,7,0.566787004,0.624316658,低级别,1
‘00059297,995,61,26,0.275252033,0.805107317,低级别,0
‘00059298,979,495,3,0.44467354,0.537302405,低级别,1
‘00059299,980,19,2,0.619004525,0.648280543,低级别,0
‘00059300,981,20,27,0.58289987,0.715662017,低级别,0
‘00059301,986,22,2,0.982851018,0.955,低级别,0
‘00059302,970,41,11,0.809782235,0.859627671,低级别,0
‘00059303,969,603,2,0.909712722,1,低级别,1
‘00059304,1114,6,10,0.498228309,0.590791515,低级别,0
‘00059305,1027,17,15,0.517970098,0.684682768,低级别,0
‘00059307,1113,38,27,0.470357853,0.780547269,高级别,0
‘00059308,1116,47,10,0.395020891,0.512911444,低级别,0
‘00059309,404,49,23,0.597283886,0.60814088,低级别,0
‘00059310,688,496,4,0.784052213,0.775,低级别,1
‘00059311,750,65,13,0.698914404,0.746153846,低级别,0
‘00059312,703,86,12,1.022606886,0.836666667,低级别,0
‘00059313,498,78,30,0.927861257,0.723076813,中等级别,0
‘00059314,887,247,9,0.720183293,0.754444444,低级别,0
‘00059315,876,202,5,1.918396678,1.019323698,低级别,0
‘00059316,424,226,4,1.297014509,0.8,低级别,1
‘00059317,891,650,2,0.280561122,0.55,低级别,1
‘00059318,812,64,7,0.532749602,0.550570844,低级别,0
‘00059319,1058,119,7,0.698650079,0.723675225,低级别,0
‘00059320,678,630,3,0.645241038,0.600494438,低级别,1
‘00059321,944,80,4,0.406199548,0.624484985,低级别,0
‘00059322,775,520,4,0.106725146,0.513471178,低级别,1
‘00059323,2057,568,3,0.754464286,0.866901786,低级别,1
‘00059325,1090,32,4,0.642047675,0.656631497,低级别,0
‘00059326,986,186,5,0.201018809,0.699006661,低级别,0
‘00059327,886,283,8,0.81411997,0.860577635,低级别,0
‘00059328,1098,141,15,0.580496629,0.642715014,低级别,0
‘00059329,999,30,24,0.701948939,0.775533165,低级别,0
‘00059330,1104,432,8,0.518585042,0.786538941,低级别,1
‘00059331,1105,284,2,0.37398374,0.45,低级别,1
‘00059332,1078,16,23,1.196618006,1.429257418,中等级别,0
‘00059333,1086,550,3,0.371437471,0.867902196,低级别,1
‘00059334,977,309,9,0.478397369,0.630879055,低级别,1
‘00059335,1080,383,2,0.325561679,0.555447223,低级别,1
‘00059337,1045,122,9,0.614663817,0.717789742,低级别,0
‘00059338,1046,104,7,0.429062087,0.795336856,低级别,0
‘00059339,1042,100,16,0.457849051,0.507820362,低级别,0
‘00059340,1036,102,17,0.965802469,0.961412963,低级别,0
‘00059341,1083,46,9,0.433670083,0.53743603,低级别,0
‘00059342,1084,82,25,0.637928007,0.652988147,低级别,0
‘00059343,1082,155,5,0.738856589,0.807103924,低级别,0
‘00059344,1080,108,6,0.780976509,0.791498158,低级别,0
‘00059345,834,85,4,0.61963626,0.685642228,低级别,0
‘00059346,792,40,3,0.476232278,0.806657596,低级别,0
‘00059347,1109,18,2,0.543195719,0.555,低级别,1
‘00059348,1101,416,3,0.487737248,0.499454954,低级别,1
‘00059349,1096,19,30,0.465009891,0.590997929,低级别,0
‘00059351,1085,40,21,0.480316404,0.711489479,低级别,0
‘00059352,763,67,50,1.117969587,1.237046489,高级别,0
‘00059353,746,25,9,0.569039656,0.640584488,低级别,0
‘00059354,742,175,10,0.667842031,0.740966692,低级别,0
‘00059355,877,66,7,0.643106457,0.735467464,低级别,0
‘00059356,751,61,17,0.654390935,0.794396864,低级别,0
‘00059357,760,485,8,0.747733928,0.722939618,低级别,1
‘00059358,948,14,8,0.534888522,0.647593587,低级别,0
‘00059359,950,94,3,0.74184261,0.791307582,低级别,0
‘00059360,918,20,4,0.526622903,0.539273037,低级别,0
‘00059361,952,224,3,0.240818224,0.424058577,低级别,0
‘00059362,952,163,9,0.542580316,0.680618732,低级别,1
‘00059363,951,675,2,0.811724915,0.9,低级别,1
‘00059364,649,11,19,1.17727041,0.758947368,低级别,0
‘00059365,649,473,3,0.72997416,0.8,低级别,1
‘00059366,633,15,4,0.954274354,0.571613651,低级别,0
‘00059367,597,135,7,0.745970223,0.75,低级别,0
‘00059368,594,122,6,0.664418844,0.712332116,低级别,0
‘00059369,593,173,4,2.489927784,1.021375903,低级别,0
‘00059370,462,99,2,0.7213221,0.740239793,低级别,0
‘00059371,436,12,7,0.42734343,0.491428571,低级别,0
‘00059372,431,30,10,0.683745746,0.772516788,低级别,0
‘00059373,1008,665,3,1.072705602,1,低级别,1
‘00059374,1015,530,12,0.733286683,0.808779201,低级别,1
‘00059375,489,124,5,0.598369685,0.582319894,低级别,0
‘00059376,490,81,19,0.663003024,0.711029309,低级别,0
‘00059377,453,348,7,0.894774389,0.907142857,低级别,1
‘00059378,476,19,4,0.682932365,0.740674081,低级别,0
‘00059379,466,4,15,0.601488649,0.616914775,低级别,0
‘00059380,462,235,7,0.734122042,0.910893524,低级别,1
‘00059381,894,12,23,0.744669264,0.74831134,低级别,0
‘00059382,845,143,10,0.609645,0.666614128,低级别,1
‘00059383,1006,74,11,0.596670065,0.65502152,低级别,0
‘00059384,1005,16,23,0.682378121,0.729214269,低级别,0
‘00059385,977,121,14,0.736820322,0.757744322,低级别,0
‘00059386,977,117,31,1.270451921,1.439048326,高级别,0
‘00059387,990,81,13,0.705176679,0.747224478,低级别,0
‘00059388,945,18,14,0.518301267,0.564023463,低级别,0
‘00059389,943,80,12,0.594632155,0.74749848,低级别,0
‘00059390,784,459,3,0.816209578,0.871182972,低级别,1
‘00059391,1034,682,2,0.444015444,0.394208494,低级别,1
‘00059392,1020,438,3,0.826539855,1,低级别,1
‘00059393,796,227,15,0.336125441,0.645550335,低级别,1
‘00059394,918,160,8,0.445675777,0.620220891,低级别,0
‘00059395,998,417,11,0.563309254,0.813636364,低级别,1
‘00059396,1186,492,4,0.742633929,0.790580357,低级别,1
‘00059397,727,37,9,0.751261716,0.798667216,低级别,0
‘00059398,567,1,58,0.546502842,0.598479547,中等级别,0
‘00059399,951,689,2,0.993265993,1,低级别,1
‘00059400,1086,359,4,0.34736045,0.417395067,低级别,1
‘00059401,979,609,7,0.601450231,0.579268293,低级别,1
‘00059402,944,247,4,0.554610318,0.537305159,低级别,1
‘00059403,880,124,4,0.807888763,0.685397276,低级别,1
‘00059404,697,226,5,1.260792952,0.784,低级别,1
‘00059405,519,36,13,0.599399235,0.630811032,低级别,0
‘00059406,1027,506,2,0.512028512,0.553252153,低级别,1
‘00059407,1040,668,2,1.226252159,1,低级别,1
‘00059408,1021,43,14,0.727680819,0.845253818,低级别,0
‘00059409,1017,85,4,0.322134387,0.347950054,低级别,0
‘00059411,519,449,5,0.695090439,0.77,低级别,1
‘00059412,516,280,2,0.642325896,0.617241379,低级别,1
‘00059413,496,20,7,0.559872696,0.499440393,低级别,0
